key,title,item_type,url,doi
9JZQ6R8J,The Initialization Effect: Refining Bayesian Optimization for Circuit Design,journalArticle,https://ieeexplore.ieee.org/document/11172370/,10.1109/TCASAI.2025.3609742
J4ZDJ4K9,Trojan Localization in Generic AMS Circuits from Combined Power and Functional Queries,journalArticle,https://ieeexplore.ieee.org/document/11050049/,10.1109/HOST64725.2025.11050049
ZNFCV8M5,Recognition of Hand-Drawn Designs of Electronic Analog Circuits,journalArticle,https://ieeexplore.ieee.org/document/10612373/,10.23919/SpliTech61897.2024.10612373
B55R4632,Towards Machine-Learning-based Oracle-Guided Analog Circuit Deobfuscation,journalArticle,https://ieeexplore.ieee.org/document/10766677/,10.1109/ITC51657.2024.00053
MSA43TU6,Machine Learning for High Sigma Analog Designs (Invited),journalArticle,https://ieeexplore.ieee.org/document/10740260/,10.1109/MLCAD62225.2024.10740260
3B8XH4Z3,Pre-compensation of Transmitter Impairments via ILC-Inspired Neural Network,journalArticle,https://ieeexplore.ieee.org/document/10975531/,10.1109/OECC54135.2024.10975531
PAU34WET,Machine Learning-Based Calibration Algorithm for Harmonic Rejection N-Path Mixers,journalArticle,https://ieeexplore.ieee.org/document/10732474/,10.23919/EuMC61614.2024.10732474
ZEB3P26P,Toward Battery-Free Implants: A High-Efficiency Rectenna Design with SAR-Aware Optimization,journalArticle,https://ieeexplore.ieee.org/document/11172145/,10.1109/QPAIN66474.2025.11172145
4UF626ZE,CMOS Mixer and VCO with Balun for ZigBee Health Monitoring and Communications,journalArticle,https://ieeexplore.ieee.org/document/10427036/,10.1109/CSRSWTC60855.2023.10427036
2CSVW5EW,A CNN-based One-shot Blind RX-side-only Equalization Scheme for High-speed SerDes links,journalArticle,https://ieeexplore.ieee.org/document/10595918/,10.1109/AICAS59952.2024.10595918
Z4TSMNZR,Comparative Analysis of PAPR Reduction Method using Windowing Technique and Digital Predistortion Technique for OFDM Systems,journalArticle,https://ieeexplore.ieee.org/document/10895637/,10.1109/ICRASET63057.2024.10895637
F4XWQ6IU,Decision Tree Based Small-Signal Modelling of GaN HEMT and CAD Implementation,journalArticle,https://ieeexplore.ieee.org/document/9730309/,10.1109/ICCE53296.2022.9730309
DQSXVK3R,GA Assisted ANN based GaN HEMT Model Development and Demonstration of its CAD Incorporation for Class-F Power Amplifier,journalArticle,https://ieeexplore.ieee.org/document/10102998/,10.1109/EDTM55494.2023.10102998
7J2UPX73,Grey Wolf Optimizer Aided ANN Based Behavioral Modelling Scheme for Fully Printed VO<sub>2</sub> Switches,journalArticle,https://ieeexplore.ieee.org/document/10382818/,10.1109/ICECS58634.2023.10382818
I85EXXMS,A scalable model for on-chip spiral inductors by Space-mapping neural network,journalArticle,https://ieeexplore.ieee.org/document/10389087/,10.1109/ISAP57493.2023.10389087
7DEH6SUB,Inline Impedance Mismatch Measurement and Correction System With Enhanced Accuracy and Low Insertion Loss for Mass Production of Compact RF Links,journalArticle,https://ieeexplore.ieee.org/document/11099011/,10.1109/LMWT.2025.3590791
MBRUJV54,Analog/RF Circuit Aging Prediction based on On-Chip Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/10206385/,10.1109/ICAIBD57115.2023.10206385
TXM8BMAT,Unveiling Analog Aging Trojans (ATs): Vulnerabilities and Detection Strategies,journalArticle,https://ieeexplore.ieee.org/document/10658781/,10.1109/MWSCAS60917.2024.10658781
74TNXJK3,Investigation Over the Complexity of Transfer Learning Neural Network RF Transistor Models,journalArticle,https://ieeexplore.ieee.org/document/11215266/,10.1109/NEMO62710.2025.11215266
E9G3A837,From Systematic to Intelligent: Assessing AI-Empowered Optimization Techniques for Analog Building Block Sizing,journalArticle,https://ieeexplore.ieee.org/document/11187385/,10.1109/ACCESS.2025.3616647
2SXISRHV,An ASGC-Surrogate Model Based Yield Optimization for Passive Microwave Devices with Differential Evolution Algorithm,journalArticle,https://ieeexplore.ieee.org/document/10107081/,10.1109/IMWS-AMP54652.2022.10107081
RRS5H7R6,Fast Simulation of Analog Spiking Neural Network With Device Non-Idealites,journalArticle,https://ieeexplore.ieee.org/document/10089170/,10.1109/TCSII.2023.3263048
QE7I3888,Reinforcement-Learning-based Mixed-Signal IC Placement for Fogging Effect Control,journalArticle,https://ieeexplore.ieee.org/document/9806259/,10.1109/ISQED54688.2022.9806259
SG57JDVK,A Machine Learning Approach to Varactor Diode Modeling,journalArticle,https://ieeexplore.ieee.org/document/9881467/,10.23919/USNC-URSINRSM57467.2022.9881467
PKPQ8QU5,Deep Neural Network Dataset Collection for Optimal Positioning of a Capacitive Compensated Schiffman Phase Shifter,journalArticle,https://ieeexplore.ieee.org/document/10212927/,10.1109/ITC-CSCC58803.2023.10212927
EEKGNMVM,Application of Machine Learning Method in the Modeling and Designing of Semiconductor Power Devices,journalArticle,https://ieeexplore.ieee.org/document/9963153/,10.1109/ICSICT55466.2022.9963153
UKDSG82S,A Novel Design Methodology for a Multioctave GaN-HEMT Power Amplifier Using Clustering Guided Bayesian Optimization,journalArticle,https://ieeexplore.ieee.org/document/9775928/,10.1109/ACCESS.2022.3175870
DPMU2FMS,A Machine Learning Based Built-In Self-Test Method for Lifetime Frequency Drift Compensation of Precision Oscillators,journalArticle,https://ieeexplore.ieee.org/document/11141615/,10.1109/ITCIndia66078.2025.11141615
535B4XPS,A Broadband Asymmetric Doherty Power Amplifier Design Based on Multiobjective Bayesian Optimization: Theoretical and Experimental Validation,journalArticle,https://ieeexplore.ieee.org/document/9866039/,10.1109/ACCESS.2022.3201348
MAVIEHUF,tSS-BO: Scalable Bayesian Optimization for Analog Circuit Sizing via Truncated Subspace Sampling,journalArticle,https://ieeexplore.ieee.org/document/10546770/,10.23919/DATE58400.2024.10546770
HJ5N8DTI,Automated Broadband Outphasing Power Amplifier Design via Genetic Bayesian Multiobjective Optimization,journalArticle,https://ieeexplore.ieee.org/document/11236962/,10.1109/LMWT.2025.3623611
X8D7WTZQ,Multibeam Tracking for Future Multi-User Communications Employing Generalized Joined Coupler Matrix,journalArticle,https://ieeexplore.ieee.org/document/10815770/,10.1109/ICSPCS63175.2024.10815770
QCX7Z4GA,A Brief 20-Year History and Future Perspectives on Sizing and Layout Synthesis of Analog/RF ICs,journalArticle,https://ieeexplore.ieee.org/document/11142874/,10.1109/MDAT.2025.3603144
V6ZIVCMR,"Machine Learning-enabled method for Design, Modelling and optimization of Microwave Antennas and RF Devices",journalArticle,https://ieeexplore.ieee.org/document/10424571/,10.1109/ICCCEE55951.2023.10424571
RB4WJ2J3,Radiation-Hardened—AI-Accelerated Custom IC Design Methodology,journalArticle,https://ieeexplore.ieee.org/document/11015949/,10.1109/ACCESS.2025.3574058
4VRV25N4,Recurrent Neural Network Equalization for Wireline Communication Systems,journalArticle,https://ieeexplore.ieee.org/document/9714474/,10.1109/TCSII.2022.3152051
ITRV5INC,Machine Learning Framework for Analog Filter Fault Identification,journalArticle,https://ieeexplore.ieee.org/document/11377989/,10.1109/ICIIET65921.2025.11377989
GA5RGFSB,"Bring Your Own Code: A Simulation Framework to Harness Optimization, Artificial Intelligence, and Automation Techniques for Microwave Design",journalArticle,https://ieeexplore.ieee.org/document/11219423/,10.1109/MMM.2025.3617448
MMTGVC93,Accelerating Surrogate Modeling for Electromagnetic Device Using Active Learning,journalArticle,https://ieeexplore.ieee.org/document/11314532/,10.1109/TMAG.2025.3647963
J5CRS44Q,A Neural Network-Based Pre-Distorter for Linearization of RF Power Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/10421055/,10.1109/MMS59938.2023.10421055
S45SDK2U,Explicit Modeling of Audio Circuits With Multiple Nonlinearities for Virtual Analog Applications,journalArticle,https://ieeexplore.ieee.org/document/10839128/,10.1109/OJSP.2025.3528334
MJRB32ZW,Analog synthesis 3.0: AI/ML to synthesize and test analog ICs: hope or hype ?,journalArticle,https://ieeexplore.ieee.org/document/10299830/,10.1109/MLCAD58807.2023.10299830
RCNQU5R9,A PSO-Based Maximum Efficiency Optimization for Wireless Power Transfer Systems with Class-E Power Amplifier,journalArticle,https://ieeexplore.ieee.org/document/10146180/,10.1109/ICACI58115.2023.10146180
K3MC3VXI,A Novel Test Stimulus Generation Method Based On Ensemble Learners for Analog Circuits,journalArticle,https://ieeexplore.ieee.org/document/10920505/,10.1109/ICSMD64214.2024.10920505
MW5NDBNB,RoSE: Robust Analog Circuit Parameter Optimization with Sampling-Efficient Reinforcement Learning,journalArticle,https://ieeexplore.ieee.org/document/10247991/,10.1109/DAC56929.2023.10247991
T4ZQG7TX,Multimodal Deep Feature Fusion Network-Assisted Optimization of Microstrip Antenna Geometry Design,journalArticle,https://ieeexplore.ieee.org/document/11249730/,10.1109/TAP.2025.3630869
KXT55KC5,Design of CMOS-Based Ring Oscillator for VCO Application Using Neural Network,journalArticle,https://ieeexplore.ieee.org/document/10458832/,10.1109/MoSICom59118.2023.10458832
5WCXFSCU,A Self-interference Canceller Design Based on Knowledge-driven Neural Network,journalArticle,https://ieeexplore.ieee.org/document/10671093/,10.1109/ICEICT61637.2024.10671093
ZCT25CKP,A Deepseek-Based Smart Behavioral Modeling Method for RF Power Transistor,journalArticle,https://ieeexplore.ieee.org/document/11215387/,10.1109/NEMO62710.2025.11215387
9FUVZKDZ,Physics Embedded Neural Network (PENN) Architecture for Solving Maxwell’s Equations towards Accelerated Microwave Modeling,journalArticle,https://ieeexplore.ieee.org/document/10463927/,10.1109/MAPCON58678.2023.10463927
JK2KBN4Z,An Effective Modelling of Optimized High-Speed VLSI Analog Circuit Layout using Fine-Tuned Deep Reinforcement Learning Framework,journalArticle,https://ieeexplore.ieee.org/document/11401285/,10.1109/ICECER65523.2025.11401285
IXZS7A44,Automated EM/IR-Drop Prediction Framework for Reliability-Aware Analog Layouts Using Deep Reinforcement Learning Technique,journalArticle,https://ieeexplore.ieee.org/document/11321333/,10.1109/ICM66518.2025.11321333
DZTM34SB,Analysis and Optimization of an Analog MOSFET with a Slit Well at Channel Center Towards Higher Output Resistance,journalArticle,https://ieeexplore.ieee.org/document/9947095/,10.1109/ESSDERC55479.2022.9947095
B2HAKM6G,Phase-Normalized Neural Network for Linearization of RF Power Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/10176354/,10.1109/LMWT.2023.3290980
5NR57EPA,Towards a Machine Learning Based Method for Indirect Test Generation of Mixed-Signal Circuits,journalArticle,https://ieeexplore.ieee.org/document/10261952/,10.1109/SBCCI60457.2023.10261952
95STP2NH,Smart Stability: Advancing LDOs Through Loop Gain Modulated Architectures,journalArticle,https://ieeexplore.ieee.org/document/11340082/,10.1109/ICE2CPT66440.2025.11340082
QJWZ74TH,ChipMnd: LLMs for Agile Chip Design,journalArticle,https://ieeexplore.ieee.org/document/11022936/,10.1109/VTS65138.2025.11022936
8HIXQ278,Indirect Test Pattern Generation for Mixed-Signal Circuits Using Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/10929002/,10.1109/MDAT.2025.3551949
V55KJ6DS,Artificial Intelligence Based High Power Calibration Method for RF Pulse Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/10538719/,10.1109/VTS60656.2024.10538719
7MDHD9JA,Performance Analysis of CMOS Full Adder Using Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/10964994/,10.1109/ICETEMS64039.2024.10964994
8978PIV9,MOSTAR: Multi-Stage Hierarchical Bayesian Optimization for Substructure-Aware High-Dimensional Analog Circuit Sizing,journalArticle,https://ieeexplore.ieee.org/document/11420667/,10.1109/ASP-DAC66049.2026.11420667
K2JIXTN4,Correlation-Guided Flexible Bayesian Optimization for Analog IC Sizing,journalArticle,https://ieeexplore.ieee.org/document/11413086/,10.1109/ISRIMT67769.2025.11413086
RCF7SXBS,Solving the Inverse Problem of Analog Integrated Circuit Sizing with Diffusion Models,journalArticle,https://ieeexplore.ieee.org/document/10745460/,10.1109/SMACD61181.2024.10745460
GQDUCCD3,AI-Driven Multi-Level Delta-Sigma Modulator for Software Defined Radios in 6G,journalArticle,https://ieeexplore.ieee.org/document/11319017/,10.1109/ETECOM66111.2025.11319017
IQW68QS8,Review on Analog Circuit Optimization Using Deep Learning Algorithm,journalArticle,https://ieeexplore.ieee.org/document/10421610/,10.1109/MMS59938.2023.10421610
3BVWXUS6,Automatic Design of Structural Parameters for GaN HEMT Using Genetic Algorithm and Artificial Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/10617532/,10.1109/ISEDA62518.2024.10617532
236NXRKK,Performance Estimate of Multi-Terminal Dielectric Array Radiator using Machine Learning Techniques,journalArticle,https://ieeexplore.ieee.org/document/11448537/,10.1109/GCWCN66157.2025.11448537
9S5M5P46,Automated Deep Learning Platform for Accelerated Analog Circuit Design,journalArticle,https://ieeexplore.ieee.org/document/9908139/,10.1109/SOCC56010.2022.9908139
HU6S3H94,Machine Learning-Assisted Multiobjective Optimization of Advanced Node Gate-All-Around Transistor for Logic and RF Applications,journalArticle,https://ieeexplore.ieee.org/document/10374432/,10.1109/TED.2023.3345288
Q87VTKZI,Neural Network Model-based Self-interference Cancellers for True Full-duplex Systems,journalArticle,https://ieeexplore.ieee.org/document/9998597/,10.1109/ISAP53582.2022.9998597
4SRTHNWR,Accelerating Voltage-Controlled Oscillator Sizing Optimizations with ANN-based Convergence Classifiers and Frequency Guess Predictors,journalArticle,https://ieeexplore.ieee.org/document/9816265/,10.1109/SMACD55068.2022.9816265
9KHNGQ3X,Machine Learning Based Regression Model for Automated Analog Circuit Design over Different Transistor Regions,journalArticle,https://ieeexplore.ieee.org/document/10958405/,10.1109/INDICON63790.2024.10958405
3M4DC3UV,Research on Optimizing Coastal Water Quality Index Assessment using Machine Learning Algorithms,journalArticle,https://ieeexplore.ieee.org/document/10498785/,10.1109/ICICACS60521.2024.10498785
DXXK35VK,RF Design-Oriented ACM Model Generation Using Parametric Test and Machine Learning Regression in 28nm FD-SOI CMOS Technology,journalArticle,https://ieeexplore.ieee.org/document/11457152/,10.1109/LASCAS67804.2026.11457152
45QKCD9E,Autogenerating Training Set for Model Extraction of the behavioral model in RF Simulation Using Machine Learning Algorithm,journalArticle,https://ieeexplore.ieee.org/document/9963294/,10.1109/ICSICT55466.2022.9963294
W6JDTNV2,Improved Temperature- and Power-Dependent Convolutional NN-Based PA,journalArticle,https://ieeexplore.ieee.org/document/10121556/,10.1109/LMWT.2023.3268796
DJJ3NKGC,Transfer Learning Optimized PA Behavioral Modeling over 2D Operation States,journalArticle,https://ieeexplore.ieee.org/document/10438599/,10.1109/RWS56914.2024.10438599
EXKUK5JW,Data-Driven Model-Based Design Approach for Class EFJ Power Amplifier with Analog Predistortion Circuit,journalArticle,https://ieeexplore.ieee.org/document/10463784/,10.1109/MAPCON58678.2023.10463784
VSW4934I,Data-Driven Approach for Dynamic Comparator in Analog-to-Digital Conversion,journalArticle,https://ieeexplore.ieee.org/document/11375215/,10.1109/TENCON66050.2025.11375215
6FD6DRD2,A Dual-Band Millimeter Wave Cylindrical Dielectric Resonator Antenna Using Machine Learning Approach,journalArticle,https://ieeexplore.ieee.org/document/10503490/,10.1109/IATMSI60426.2024.10503490
SNZ2PBJV,Enhancing Reinforcement Learning for the Floorplanning of Analog ICs with Beam Search,journalArticle,https://ieeexplore.ieee.org/document/11092015/,10.1109/SMACD65553.2025.11092015
RCS4TZGD,A Graph Attention Network Based System for Robust Analog Circuits’ Structure Recognition Involving a Novel Data Augmentation Technique,journalArticle,https://ieeexplore.ieee.org/document/10440102/,10.1109/ACCESS.2024.3367598
KH29PENK,Reliability Test Optimization of Mixed-Signal ICs Using Few-Shot Characterization and CNN-LSSVM Enhanced Performance Drift Estimation,journalArticle,https://ieeexplore.ieee.org/document/11319356/,10.1109/TIM.2025.3648097
GEVE73JH,A comprehensive generalization of a Graph-Attention-Network GAT based system towards real IP analog-mixed-signal AMS schematics structure recognition,journalArticle,https://ieeexplore.ieee.org/document/10382859/,10.1109/ICECS58634.2023.10382859
C47VTSH7,Brief Research of Traditional and AI-based Models for IMD2 Cancellation,journalArticle,https://ieeexplore.ieee.org/document/10618176/,10.1109/PIERS62282.2024.10618176
E9I5C4JR,Device-to-Package Electrothermal Performance Prediction of Power MOSFETs via Coupled Iterative Dual-Artificial Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/11392269/,10.1109/EPTC67330.2025.11392269
RVWJFR8G,Device-Package-Level Electrothermal Performance Prediction of Power MOSFETs Using Data Generation-Based Artificial Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/11270892/,10.1109/TED.2025.3636499
PJNZ4RC9,Deep Neural Network Based Digital Predistorter of Power Amplifiers,journalArticle,https://ieeexplore.ieee.org/document/9677871/,10.23919/ELECO54474.2021.9677871
K8HIXNR9,Scalable Design of an Atomic Clock Stabilized and ML-Optimized RF Synthesizer,journalArticle,https://ieeexplore.ieee.org/document/10906606/,10.1109/TIM.2025.3545529
MWUS4NRQ,Predicting Digital Layout Success in Analog-on-Top Designs Using Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/11107059/,10.1109/NewCAS64648.2025.11107059
IHCUAH2E,Automatically Device Sizing of Analog Circuit through Sequential Model-Based Optimization with Circuit Recognition,journalArticle,https://ieeexplore.ieee.org/document/10830994/,10.1109/ICSICT62049.2024.10830994
FZ8IUXGQ,Knowledge-Based Extrapolation of Neural Network Model for Transistor Modeling,journalArticle,https://ieeexplore.ieee.org/document/10980628/,10.1109/LMWT.2025.3562538
HZJ69FF5,Performance Prediction and Parameter Synthesis of OTFT Amplifiers Using Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/11121971/,10.1109/IWASI66786.2025.11121971
JWTXMR3T,Advancing a Cascaded Machine Learning Approach for the Accurate Estimation of Antenna Parameters,journalArticle,https://ieeexplore.ieee.org/document/10344057/,10.1109/ICSPIS60075.2023.10344057
B4UQ3QSG,A Comparative Study on the Incorporation of PVT Corner Conditions within Reinforcement Learning-based Analog IC Sizing Approaches,journalArticle,https://ieeexplore.ieee.org/document/11092187/,10.1109/SMACD65553.2025.11092187
Q4DQ97RE,Assessing the Capabilities of Large Language Models to Comprehend Analog Integrated Circuits via Netlist Analysis,journalArticle,https://ieeexplore.ieee.org/document/11064185/,10.1109/AICCONF64766.2025.11064185
VJ46FK8E,Parametric Circuit Fault Diagnosis Through Oscillation-Based Testing in Analogue Circuits: Statistical and Deep Learning Approaches,journalArticle,https://ieeexplore.ieee.org/document/9706148/,10.1109/ACCESS.2022.3149324
WZ4G6JK9,Application Driven Rapid Synthesis for Analog BIST Components,journalArticle,https://ieeexplore.ieee.org/document/9859392/,10.1109/MWSCAS54063.2022.9859392
47AQH8FN,Algorithmic Optimization of Transistors Applied to Silicon LDMOS,journalArticle,https://ieeexplore.ieee.org/document/10155324/,10.1109/ACCESS.2023.3287204
MNIEUGTJ,Design Automation of CMOS Op-Amps Using Statistical Geometric Programming,journalArticle,https://ieeexplore.ieee.org/document/9937871/,10.1109/ISCAS48785.2022.9937871
JFJXAIBE,Enhancing Noise Immunity in Mixed-Signal Circuits for Biomedical Applications,journalArticle,https://ieeexplore.ieee.org/document/11385676/,10.1109/IETACS68750.2025.11385676
CA9XKJ88,AI-Enhanced Wide Supply Voltage Bandgap Voltage Reference Circuit With Multi-Objective Optimization for Automotive Applications,journalArticle,https://ieeexplore.ieee.org/document/11286137/,10.1109/OJCAS.2025.3531412
FPPF6UCJ,Reinforcement Learning for Analog Sizing Optimization,journalArticle,https://ieeexplore.ieee.org/document/10192204/,10.1109/SMACD58065.2023.10192204
KWGMIEZ7,Reinforcement Learning-based Analog Circuit Optimizer using g<sub>m</sub> /I<sub>D</sub> for Sizing,journalArticle,https://ieeexplore.ieee.org/document/10247739/,10.1109/DAC56929.2023.10247739
3RG36BJX,MA-Opt: Reinforcement Learning-based Analog Circuit Optimization using Multi-Actors,journalArticle,https://ieeexplore.ieee.org/document/10136894/,10.23919/DATE56975.2023.10136894
BW8CW2X2,A Ka-Band Broadband Doherty Power Amplifier with an Optimized Output Combining Network,journalArticle,https://ieeexplore.ieee.org/document/11187605/,10.1109/ICMMT65948.2025.11187605
LM5CBAJL,Topology-optimized nonintuitive multilayered mm-wave power amplifiers,conferencePaper,https://ieeexplore.ieee.org/document/11082875/,10.1109/rfic61188.2025.11082875
HSMV3DDG,Accelerating Comprehensive Specification Optimization of Analog Circuits Using Transient Assertions and Graph Neural Networks,journalArticle,https://ieeexplore.ieee.org/document/11043434/,10.1109/ISCAS56072.2025.11043434
72I9XHJN,Decoupling Dynamic Memory and Instantaneous Non-Linearity: A Hybrid Recurrent Architecture for Power Amplifier Modeling,journalArticle,https://ieeexplore.ieee.org/document/11138058/,10.1109/DMCIS65888.2025.11138058
JMI67RJ9,Application of Deep Learning in Back-End Simulation: Challenges and Opportunities,journalArticle,https://ieeexplore.ieee.org/document/9712511/,10.1109/ASP-DAC52403.2022.9712511
626GBGX4,MACRO: Multi-agent Reinforcement Learning-based Cross-layer Optimization of Operational Amplifier,journalArticle,https://ieeexplore.ieee.org/document/10473977/,10.1109/ASP-DAC58780.2024.10473977
RHWNIICQ,Evaluating and Optimizing Conventional Training Circuits for Analog Fault Diagnosis via Transfer Learning,journalArticle,https://ieeexplore.ieee.org/document/11075722/,10.1109/TIM.2025.3586376
FBDJRQX4,High-Accuracy Propagation Delay Estimation in Analog Circuits Using Machine Learning Models,journalArticle,https://ieeexplore.ieee.org/document/11406057/,10.1109/MAEIE68099.2025.11406057
5VW6RQA7,A Generalized Surrogate Model of OAM Antennas for Varied Lens Sets and Loading Strategies,journalArticle,https://ieeexplore.ieee.org/document/11136257/,10.1109/IMWS-AMP66175.2025.11136257
S3FK7BA9,Intelligent Design of Superjunction Devices Based on Physics-Informed Neural Network,journalArticle,https://ieeexplore.ieee.org/document/11118128/,10.23919/ISPSD62843.2025.11118128
GVQVGFQF,Deep H-GCN: Fast Analog IC Aging-Induced Degradation Estimation,journalArticle,https://ieeexplore.ieee.org/document/9521579/,10.1109/TCAD.2021.3107250
CRB7D429,Machine Learning-Based Leakage Prediction in Analog Logic Gates under PVT Variations,journalArticle,https://ieeexplore.ieee.org/document/11034282/,10.1109/EEICE65049.2025.11034282
888FWHXF,A -28.5-dBm Sensitivity RF Energy Harvesting Interface with 3-D MPPT Achieving > 98% MPPT Accuracy and Good Temperature Consistency,journalArticle,https://ieeexplore.ieee.org/document/10719501/,10.1109/ESSERC62670.2024.10719501
WP4AST2V,Digital Signal Recovery With Transmitter Nonlinear State Tracking for Satellite Communications,journalArticle,https://ieeexplore.ieee.org/document/9792424/,10.1109/TCSII.2022.3181785
97JUVKD6,Kernel-Enhanced Deep Learning for Temperature-Dependent Electromagnetic Susceptibility Modeling of Analog Sensors,journalArticle,https://ieeexplore.ieee.org/document/11409433/,10.1109/TEMC.2026.3662209
SG4DJUX5,A Linear-Regression-Assisted Trimming Scheme for CMOS Voltage Reference,journalArticle,https://ieeexplore.ieee.org/document/11044284/,10.1109/ISCAS56072.2025.11044284
5DEGKMTE,Enhancing Analog IC Security Using Randomized Obfuscation Circuits,journalArticle,https://ieeexplore.ieee.org/document/10689372/,10.1109/TCAD.2024.3466810
DDETTPE3,Integrating Neural Network Models for Advanced Automation in Analog Amplifier Circuit Design,journalArticle,https://ieeexplore.ieee.org/document/10677072/,10.1109/CONECCT62155.2024.10677072
7FC27HT3,A Novel TriNet Architecture for Enhanced Analog IC Design Automation,journalArticle,https://ieeexplore.ieee.org/document/10672521/,10.1109/TVLSI.2024.3452032
6KTBGH4N,Digital Pre-Distortion Modeling and Optimization Method Based on Sparse Residual GRU Neural Network,journalArticle,https://ieeexplore.ieee.org/document/11337151/,10.1109/Ucom67224.2025.11337151
HXF9Q2PD,A Low-cost Method for Identifying Pre-distortion Coefficients of RF Power Amplifiers Based on AE-GILC,journalArticle,https://ieeexplore.ieee.org/document/10618745/,10.1109/PIERS62282.2024.10618745
3ANSBGUB,Cyber Wolf: A Hybrid Optimization Framework Leveraging Heterogeneous Graphs and Multimodal Surrogate Simulators for Fast Analog Sizing,journalArticle,https://ieeexplore.ieee.org/document/11307005/,10.1109/AEET66561.2025.11307005
STMJSEE6,A Residual Selectable Modeling Method Based on Deep Neural Network for Power Amplifiers With Multiple States,journalArticle,https://ieeexplore.ieee.org/document/10587151/,10.1109/LMWT.2024.3420398
KDG28UW6,Modeling And Linearization of Radio Frequency Power Amplifiers Using Machine Learning Approaches,journalArticle,https://ieeexplore.ieee.org/document/10423509/,10.1109/IEMENTech60402.2023.10423509
CP4G2MWE,An Intelligent healthcare system for clinical decision making using Fuzzy neural networks,journalArticle,https://ieeexplore.ieee.org/document/11059089/,10.1109/ICACCM61117.2024.11059089
CTRN4ICK,Development of AI-Based Simulation Circuit Design and Assistance Systems,journalArticle,https://ieeexplore.ieee.org/document/10828016/,10.1109/ICCASIT62299.2024.10828016
AMDFSTWB,Optimization of the Far-Field Pattern of an X-Band Electronically Controlled Reflectarray Antenna Assisted by Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/10925225/,10.1109/EMTS57498.2023.10925225
BVN9G96T,Deep Learning-Based Performance Testing for Analog Integrated Circuits,journalArticle,https://ieeexplore.ieee.org/document/10759335/,10.1109/TVLSI.2024.3496777
HBJC7XFN,Accelerated Design and Characterization of Inductive Position Sensors through AI-Driven Design Support System,journalArticle,https://ieeexplore.ieee.org/document/11197010/,10.1109/TMAG.2025.3619032
CX6AMND6,Stochastic Optimization of the CPL-Function-Based Model for RF Power Transistors,journalArticle,https://ieeexplore.ieee.org/document/9741844/,10.1109/LMWC.2022.3149751
TFG2QBCT,An Overview of the Optimization of RF Power Amplifiers using a Bayesian Algorithm : (Invited),journalArticle,https://ieeexplore.ieee.org/document/10192208/,10.1109/SMACD58065.2023.10192208
JRJZZC5X,A High-Efficiency and Dual-Mode Huygens Rectenna Enabled Wireless Charging System for Supercapacitors Realized by Voltage-Dependent S-Parameter Analysis and Deep Learning,journalArticle,https://ieeexplore.ieee.org/document/11329070/,10.1109/JWPT.2025.3650741
UAJXB93D,Reinforcement Learning for Electronic Design Automation: Case Studies and Perspectives: (Invited Paper),journalArticle,https://ieeexplore.ieee.org/document/9712578/,10.1109/ASP-DAC52403.2022.9712578
TRP2C32X,Industry Paper: Surrogate Models for Testing Analog Designs under Limited Budget – a Bandgap Case Study,journalArticle,https://ieeexplore.ieee.org/document/9943132/,10.1109/CODES-ISSS55005.2022.00016
ZS2MHCGR,Machine Learning Based Static and Dynamic Error Calibration in Data Converters,journalArticle,https://ieeexplore.ieee.org/document/10538754/,10.1109/VTS60656.2024.10538754
AEHFFDHS,Machine-learning based Blind Digital Calibration of Time-Interleaved ADC,journalArticle,https://ieeexplore.ieee.org/document/11022918/,10.1109/VTS65138.2025.11022918
3AW4KTBD,Hybrid AI-Optimization Method for Latent Defect Detection Through Test Transistor Insertion in Analog Circuits,journalArticle,https://ieeexplore.ieee.org/document/11092178/,10.1109/SMACD65553.2025.11092178
QVUA2HXN,Enhancing Performance of SAR ADC through Supervised Machine Learning,journalArticle,https://ieeexplore.ieee.org/document/10558198/,10.1109/ISCAS58744.2024.10558198
CMSSUZTS,AI/ML: A powerful tool for future microwave engineering problems,journalArticle,https://ieeexplore.ieee.org/document/10463890/,10.1109/MAPCON58678.2023.10463890
42A3QHTG,Intelligent Modeling of Circular Microstrip Antenna for RF Energy Harvesting Applications,journalArticle,https://ieeexplore.ieee.org/document/10528072/,10.1109/WAMS59642.2024.10528072
I9FF6PDI,Genetic Algorithm for Microwave Computer-Aided Design: The State of the Art,journalArticle,https://ieeexplore.ieee.org/document/10293468/,10.1109/AFRICON55910.2023.10293468
KEA3UMEG,Circuits-Informed Machine Learning Technique for Blind Open-Loop Digital Calibration of SAR ADC,journalArticle,https://ieeexplore.ieee.org/document/11082833/,10.1109/RFIC61188.2025.11082833
